Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,New_Item_type,Outlet_Age,Item_Age,Visibility_Avg,Visibility_Ratio,Item_MRP_Log,Item_Weight_x_Item_Visibility,Item_Weight_x_Outlet_Age,MRP_x_Visibility,Visibility_x_Size,Visibility_x_Tier,Visibility_x_OutletType
FDA26,7.855,Regular,0.129425145,Dairy,219.3482,OUT019,1985,Small,Tier 1,Grocery Store,219.0482,FOOD,28,1987.0,0.087688251,1.4759690554211191,5.395209022432303,1.016634513975,219.94,28.389172590488997,0.129425145,0.129425145,0.0
FDR01,5.405,Regular,0.053839714,Canned,198.6742,OUT018,2009,Medium,Tier 3,Supermarket Type2,2388.8904,FOOD,4,2012.0,0.05941824285714286,0.9061142068681647,5.296687038284847,0.29100365417,21.62,10.6965621071788,0.107679428,0.161519142,0.107679428
FDC32,18.35,Low Fat,0.098629062,Fruits and Vegetables,90.6462,OUT027,1985,Medium,Tier 3,Supermarket Type3,2406.2012,FOOD,28,1981.0,0.11391658260000001,0.8658007442719757,4.517935511342123,1.8098432877000001,513.8000000000001,8.940349679864399,0.197258124,0.295887186,0.295887186
FDF11,10.195,Regular,0.017658634,Starchy Foods,240.1538,OUT049,1999,Medium,Tier 1,Supermarket Type1,1442.1228,FOOD,14,2002.0,0.017677499,0.9989328241511992,5.4854349042179065,0.18002977363,142.73000000000002,4.240788057909199,0.035317268,0.017658634,0.017658634
FDH46,6.935,Regular,0.041282286,Snack Foods,103.5332,OUT046,1997,Small,Tier 1,Supermarket Type1,1230.3984,FOOD,16,1967.0,0.041292229,0.9997592040865607,4.649504724297126,0.28629265341,110.96,4.2740871728952,0.041282286,0.041282286,0.041282286
FDY33,14.5,Regular,0.170186628,Snack Foods,159.0262,OUT019,1985,Small,Tier 1,Grocery Store,159.1262,FOOD,28,1980.0,0.10943660399999999,1.5551161291518147,5.075337551828259,2.467706106,406.0,27.064132741653598,0.170186628,0.170186628,0.0
DRG23,8.88,Low Fat,0.086781204,Hard Drinks,152.2682,OUT046,1997,Small,Tier 1,Supermarket Type1,1829.6184,Drinks,16,1990.0,0.08674821216666666,1.0003803171559311,5.032189327960646,0.77061709152,142.08,13.2140177269128,0.086781204,0.086781204,0.086781204
FDY04,17.7,Regular,0.042270751,Frozen Foods,162.521,OUT027,1985,Medium,Tier 3,Supermarket Type3,4567.388,FOOD,28,2009.0,0.04253507016666667,0.9937858532822216,5.096941422456522,0.7481922927,495.59999999999997,6.869884723270999,0.084541502,0.126812253,0.126812253
FDE26,9.3,Low Fat,0.089186275,Canned,145.3786,OUT045,2002,Small,Tier 2,Supermarket Type1,2745.0934,FOOD,11,1987.0,0.1010490608,0.8826037005580956,4.9861964159792365,0.8294323575,102.30000000000001,12.965775798715,0.089186275,0.17837255,0.089186275
NCU42,9.0,Low Fat,0.019502965,Household,169.4474,OUT035,2004,Small,Tier 2,Supermarket Type1,4211.185,Non-Consumable,9,1971.0,0.019533576333333334,0.9984328863895192,5.1384267447274725,0.17552668500000002,81.0,3.304726711541,0.019502965,0.03900593,0.019502965
NCO42,21.25,Low Fat,0.024650932,Household,146.0102,OUT035,2004,Small,Tier 2,Supermarket Type1,2916.204,Non-Consumable,9,1971.0,0.02468962383333333,0.9984328706830643,4.990501972126619,0.523832305,191.25,3.5992875115064,0.024650932,0.049301864,0.024650932
FDU25,12.35,Low Fat,0.026722744,Canned,59.2246,OUT049,1999,Medium,Tier 1,Supermarket Type1,984.7182,FOOD,14,1988.0,0.026712826,1.000371282319587,4.098080906718812,0.33002588839999997,172.9,1.5826438243024001,0.053445488,0.026722744,0.026722744
FDW02,4.805,Regular,0.037516862,Dairy,124.3704,OUT027,1985,Medium,Tier 3,Supermarket Type3,3004.0896,FOOD,28,2011.0,0.043348831000000004,0.8654642151711079,4.831272555678798,0.18026852190999998,134.54,4.6659871336848,0.075033724,0.112550586,0.112550586
FDS22,16.85,Regular,0.023154399,Snack Foods,43.9428,OUT046,1997,Small,Tier 1,Supermarket Type1,351.5424,FOOD,16,1991.0,0.023163629,0.9996015304855728,3.805390570112239,0.39015162315,269.6,1.0174691243771998,0.023154399,0.023154399,0.023154399
FDG57,14.7,Low Fat,0.072284689,Fruits and Vegetables,49.8034,OUT035,2004,Small,Tier 2,Supermarket Type1,631.8442,FOOD,9,1956.0,0.078498725625,0.9208390126651816,3.92796328147864,1.0625849283,132.29999999999998,3.6000232801426004,0.072284689,0.144569378,0.072284689
FDQ25,8.63,Regular,0.028391879,Canned,173.9422,OUT018,2009,Medium,Tier 3,Supermarket Type2,4138.6128,FOOD,4,1988.0,0.032090605,0.8847411571081317,5.164455633652889,0.24502191577000001,34.52,4.9385458953938,0.056783758,0.085175637,0.056783758
NCS06,7.935,Low Fat,0.031866022,Household,261.291,OUT018,2009,Medium,Tier 3,Supermarket Type2,2892.901,Non-Consumable,4,2007.0,0.03570969683333333,0.8923632745673316,5.56945457442751,0.25285688457,31.74,8.326304754402,0.063732044,0.09559806600000001,0.063732044
FDC29,8.39,Regular,0.024088444,Frozen Foods,112.7176,OUT027,1985,Medium,Tier 3,Supermarket Type3,1832.2816,FOOD,28,1984.0,0.024224406,0.9943873959179845,4.733718182092985,0.20210204516000002,234.92000000000002,2.7151915954144004,0.048176888,0.072265332,0.072265332
NCZ41,19.85,Low Fat,0.064409056,Health and Hygiene,126.7704,OUT035,2004,Small,Tier 2,Supermarket Type1,1752.3856,Non-Consumable,9,1972.0,0.0645285495,0.9981482072520474,4.850234903223674,1.2785197616000001,178.65,8.165161792742401,0.064409056,0.128818112,0.064409056
FDW23,5.765,Low Fat,0.082012293,Baking Goods,37.5164,OUT046,1997,Small,Tier 1,Supermarket Type1,656.4788,FOOD,16,1990.0,0.09231074633333332,0.8884371133113181,3.6510841246185337,0.47280086914499997,92.24,3.0768059891051998,0.082012293,0.082012293,0.082012293
FDB03,17.75,Regular,0.157075658,Dairy,240.5538,OUT049,1999,Medium,Tier 1,Supermarket Type1,3845.6608,FOOD,14,2010.0,0.1569763326,1.0006327412442046,5.487092222609234,2.7880929295000003,248.5,37.7851464194004,0.314151316,0.157075658,0.157075658
FDN25,7.895,Regular,0.107110465,Breakfast,55.5588,OUT019,1985,Small,Tier 1,Grocery Store,229.0352,FOOD,28,1988.0,0.07041888859999999,1.5210473656921648,4.0352808049558915,0.845637121175,221.06,5.950928902842,0.107110465,0.107110465,0.0
NCN05,8.235,Low Fat,0.014459672,Health and Hygiene,181.895,OUT046,1997,Small,Tier 1,Supermarket Type1,732.38,Non-Consumable,16,2008.0,0.014491299499999999,0.9978174835183001,5.2089122176803375,0.11907539891999999,131.76,2.6301420384400003,0.014459672,0.014459672,0.014459672
FDV43,16.0,Low Fat,0.076483451,Fruits and Vegetables,43.4086,OUT027,1985,Medium,Tier 3,Supermarket Type3,847.5634,FOOD,28,1970.0,0.076916308,0.994372363790524,3.7934331443756713,1.223735216,448.0,3.3200395310785997,0.152966902,0.229450353,0.229450353
FDG44,6.13,Low Fat,0.10234983,Fruits and Vegetables,55.0298,OUT049,1999,Medium,Tier 1,Supermarket Type1,539.298,FOOD,14,1969.0,0.12151296325000001,0.84229556470799,4.025883692054492,0.6274044579,85.82,5.6322906749340005,0.20469966,0.10234983,0.10234983
FDS12,9.1,Low Fat,0.174827835,Baking Goods,127.2362,OUT018,2009,Medium,Tier 3,Supermarket Type2,1635.8706,FOOD,4,2001.0,0.19174804751333338,0.911758097499497,4.853873875922151,1.5909332984999998,36.4,22.244429379626997,0.34965567,0.524483505,0.34965567
FDI52,18.7,Low Fat,0.104591027,Frozen Foods,121.4072,OUT013,1987,High,Tier 3,Supermarket Type1,2450.144,FOOD,26,1961.0,0.10489257916666667,0.9971251334549843,4.807353191877602,1.9558522049,486.2,12.698103733194401,0.313773081,0.313773081,0.104591027
FDU12,15.5,Regular,0.075868843,Baking Goods,261.7568,OUT049,1999,Medium,Tier 1,Supermarket Type1,1845.5976,FOOD,14,2001.0,0.08775726466666667,0.864530626474935,5.5712288895363535,1.1759670665000002,217.0,19.8591855633824,0.151737686,0.075868843,0.075868843
FDG58,10.695,Regular,0.086764795,Snack Foods,156.7972,OUT035,2004,Small,Tier 2,Supermarket Type1,3427.5384,FOOD,9,1955.0,0.106430271,0.8152266661051722,5.061310664274626,0.9279494825250001,96.255,13.604476914574,0.086764795,0.17352959,0.086764795
FDA16,6.695,Low Fat,0.03408026,Frozen Foods,220.8456,OUT018,2009,Medium,Tier 3,Supermarket Type2,5084.0488,FOOD,4,1997.0,0.033931155000000005,1.0043943390668546,5.401981644407593,0.22816734070000003,26.78,7.526475467856,0.06816052,0.10224078,0.06816052
NCD18,16.0,Low Fat,0.072655379,Household,229.8668,OUT035,2004,Small,Tier 2,Supermarket Type1,4837.7028,Non-Consumable,9,1995.0,0.0727253108,0.9990384118097163,5.441840920833975,1.162486064,144.0,16.7010594735172,0.072655379,0.145310758,0.072655379
FDI21,5.59,Regular,0.056555715,Snack Foods,62.6168,OUT013,1987,High,Tier 3,Supermarket Type1,639.168,FOOD,26,1992.0,0.06205312614285714,0.9114079904660864,4.1528775864077545,0.31614644685,145.34,3.541337895012,0.169667145,0.169667145,0.056555715
FDW31,11.35,Regular,0.043402224,Fruits and Vegetables,197.0742,OUT017,2007,Small,Tier 2,Supermarket Type1,2587.9646,FOOD,6,1982.0,0.043210612800000006,1.0044343550712151,5.288641707968986,0.49261524240000004,68.1,8.5534585730208,0.043402224,0.086804448,0.043402224
FDB35,12.3,Regular,0.064882207,Starchy Foods,93.8804,OUT018,2009,Medium,Tier 3,Supermarket Type2,1470.0864,FOOD,4,1978.0,0.07282339716666666,0.8909527641440274,4.5526171510921305,0.7980511461,49.2,6.091167546042799,0.129764414,0.194646621,0.129764414
FDK58,11.35,Regular,0.044764726,Snack Foods,102.4016,OUT027,1985,Medium,Tier 3,Supermarket Type3,2428.8384,FOOD,28,1955.0,0.05062676133333333,0.8842107379783408,4.638620435842424,0.5080796401,317.8,4.5839795659616,0.089529452,0.134294178,0.134294178
FDU14,17.75,Low Fat,0.034752647,Dairy,248.775,OUT046,1997,Small,Tier 1,Supermarket Type1,3745.125,FOOD,16,1999.0,0.0394150026,0.8817111431574535,5.520560512619082,0.6168594842499999,284.0,8.645589757425,0.034752647,0.034752647,0.034752647
NCP43,17.75,Low Fat,0.030631323,Others,178.566,OUT018,2009,Medium,Tier 3,Supermarket Type2,2516.724,Non-Consumable,4,1970.0,0.0351244958,0.8720786534393469,5.190542828369942,0.54370598325,71.0,5.469712822818,0.061262646,0.09189396899999999,0.061262646
FDM20,10.0,Low Fat,0.03874801133333333,Fruits and Vegetables,245.0144,OUT027,1985,Medium,Tier 3,Supermarket Type3,3185.1872,FOOD,28,1993.0,0.03874801133333333,1.0,5.50539007080453,0.3874801133333333,280.0,9.493820748029867,0.07749602266666666,0.116244034,0.116244034
FDT36,12.3,Low Fat,0.110735739,Baking Goods,35.2874,OUT027,1985,Medium,Tier 3,Supermarket Type3,988.0472,FOOD,28,1977.0,0.12629786340000002,0.8767823620997217,3.591470573577058,1.3620495897,344.40000000000003,3.9075763163886,0.221471478,0.332207217,0.332207217
FDW19,12.35,Regular,0.038657256,Fruits and Vegetables,110.257,OUT018,2009,Medium,Tier 3,Supermarket Type2,1757.712,FOOD,4,1994.0,0.04225292071428571,0.9149013925309543,4.7118428404151995,0.4774171116,49.4,4.262233074792,0.077314512,0.115971768,0.077314512
FDB29,16.7,Regular,0.052493162,Frozen Foods,113.9176,OUT049,1999,Medium,Tier 1,Supermarket Type1,2519.3872,FOOD,14,1984.0,0.05251904583333333,0.99950715339697,4.744215349799731,0.8766358054,233.79999999999998,5.9798950314512,0.104986324,0.052493162,0.052493162
FDN39,19.35,Regular,0.065890998,Meat,167.0816,OUT017,2007,Small,Tier 2,Supermarket Type1,1510.0344,FOOD,6,1974.0,0.07435803719999999,0.886131485998934,5.124449575767972,1.2749908113000001,116.10000000000001,11.009173371436802,0.065890998,0.131781996,0.065890998
FDI02,15.7,Regular,0.114565093,Canned,112.0202,OUT046,1997,Small,Tier 1,Supermarket Type1,337.5606,FOOD,16,2011.0,0.1148383565,0.997620450968401,4.727566563798432,1.7986719601,251.2,12.8336046308786,0.114565093,0.114565093,0.114565093
FDA46,13.6,Low Fat,0.117065801,Snack Foods,196.1136,OUT027,1985,Medium,Tier 3,Supermarket Type3,6026.8216,FOOD,28,1967.0,0.11770163299999999,0.9945979339131175,5.283780212285605,1.5920948936,380.8,22.9581956709936,0.234131602,0.351197403,0.351197403
FDV36,18.7,Low Fat,0.026450779,Baking Goods,124.902,OUT017,2007,Small,Tier 2,Supermarket Type1,2909.546,FOOD,6,1977.0,0.03075123075,0.8601535078396821,4.835503826547637,0.4946295673,112.19999999999999,3.303755198658,0.026450779,0.052901558,0.026450779
FDE35,7.06,Regular,0.043863865,Starchy Foods,59.5904,OUT013,1987,High,Tier 3,Supermarket Type1,761.6752,FOOD,26,1978.0,0.051325553,0.8546204071098854,4.1041364646845695,0.3096788869,183.56,2.613865260896,0.131591595,0.131591595,0.043863865
FDT46,11.35,Low Fat,0.038157620833333336,Snack Foods,52.4008,OUT035,2004,Small,Tier 2,Supermarket Type1,809.6128,FOOD,9,1967.0,0.038157620833333336,1.0,3.9778257271273394,0.4330889964583334,102.14999999999999,1.9994898577633333,0.038157620833333336,0.07631524166666667,0.038157620833333336
FDS21,19.85,Regular,0.036551446,Snack Foods,62.7194,OUT019,1985,Small,Tier 1,Grocery Store,123.8388,FOOD,28,1992.0,0.0268444844,1.3615998525194248,4.1544890688016585,0.7255462031000001,555.8000000000001,2.2924847622524003,0.036551446,0.036551446,0.0
DRD12,6.96,Low Fat,0.077630199,Soft Drinks,90.9146,OUT017,2007,Small,Tier 2,Supermarket Type1,1459.4336,Drinks,6,2001.0,0.07733169583333334,1.0038600364759878,4.520859885078551,0.5403061850399999,41.76,7.057718490005399,0.077630199,0.155260398,0.077630199
FDR14,11.65,Low Fat,0.2262488690400001,Dairy,54.7298,OUT019,1985,Small,Tier 1,Grocery Store,107.8596,FOOD,28,1999.0,0.18448836200800003,1.2263584899202975,4.020515012843622,2.635799324316001,326.2,12.382555352785397,0.2262488690400001,0.2262488690400001,0.0
FDG22,17.6,Regular,0.041180766,Snack Foods,37.919,OUT027,1985,Medium,Tier 3,Supermarket Type3,768.999,FOOD,28,1991.0,0.04138761925,0.9950020500393968,3.661482563256985,0.7247814816000001,492.80000000000007,1.5615334659539999,0.082361532,0.123542298,0.123542298
FDX58,13.15,Low Fat,0.043831721,Snack Foods,184.195,OUT049,1999,Medium,Tier 1,Supermarket Type1,2746.425,FOOD,14,1955.0,0.047468113374999996,0.9233929449381661,5.221409324007458,0.57638713115,184.1,8.073583849595,0.087663442,0.043831721,0.043831721
FDB40,17.5,Regular,0.007503372,Dairy,146.7102,OUT027,1985,Medium,Tier 3,Supermarket Type3,4374.306,FOOD,28,1973.0,0.008389905666666668,0.8943332974304001,4.99525224605606,0.13130901,490.0,1.1008212067943999,0.015006744,0.022510116,0.022510116
FDJ36,14.5,Regular,0.214681063,Baking Goods,102.7332,OUT010,1998,Small,Tier 3,Grocery Store,205.0664,FOOD,15,1977.0,0.14550710279999998,1.4753991995502782,4.641822218288257,3.1128754135000003,217.5,22.0548725813916,0.214681063,0.644043189,0.0
NCL53,7.5,Low Fat,0.060649825,Health and Hygiene,177.4028,OUT010,1998,Small,Tier 3,Grocery Store,354.2056,Non-Consumable,15,1960.0,0.03977834,1.524694720795287,5.184043915090007,0.45487368749999996,112.5,10.75944877451,0.060649825,0.181949475,0.0
NCX05,15.2,Low Fat,0.097258937,Health and Hygiene,114.8492,OUT045,2002,Small,Tier 2,Supermarket Type1,1506.0396,Non-Consumable,11,2008.0,0.11441873725,0.850026309829774,4.752289345373317,1.4783358424,167.2,11.1701111073004,0.097258937,0.194517874,0.097258937
FDO21,11.6,Regular,0.009763021,Snack Foods,226.2404,OUT046,1997,Small,Tier 1,Supermarket Type1,1800.3232,FOOD,16,1992.0,0.0097800254,0.9982613133090636,5.426008487940853,0.1132510436,185.6,2.2087897762484,0.009763021,0.009763021,0.009763021
NCF07,9.0,Low Fat,0.032152981,Household,102.0016,OUT018,2009,Medium,Tier 3,Supermarket Type2,1518.024,Non-Consumable,4,2006.0,0.032055908,1.0030282405352546,4.6347445220895676,0.28937682899999995,36.0,3.2796555067695996,0.064305962,0.09645894299999999,0.064305962
FDU20,19.35,Regular,0.021439694,Fruits and Vegetables,119.7098,OUT013,1987,High,Tier 3,Supermarket Type1,1325.6078,FOOD,26,1993.0,0.023769590142857143,0.9019799614190114,4.7933893178481055,0.4148580789,503.1,2.5665414808011997,0.064319082,0.064319082,0.021439694
FDK09,15.2,Low Fat,0.153592956,Snack Foods,228.0352,OUT010,1998,Small,Tier 3,Grocery Store,458.0704,FOOD,15,2004.0,0.1135615325,1.3525086586868664,5.433875703532186,2.3346129312,228.0,35.0246004400512,0.153592956,0.460778868,0.0
FDY57,20.2,Regular,0.121231308,Snack Foods,97.5752,OUT035,2004,Small,Tier 2,Supermarket Type1,1534.0032,FOOD,9,1956.0,0.1214671492857143,0.9980583944951276,4.590819708673629,2.4488724216,181.79999999999998,11.829169124361599,0.121231308,0.242462616,0.121231308
FDD51,11.15,Low Fat,0.119371835,Dairy,45.2744,OUT027,1985,Medium,Tier 3,Supermarket Type3,905.488,FOOD,28,1962.0,0.1378631344,0.8658720514336427,3.834588892411159,1.3309959602499999,312.2,5.404488206523999,0.23874367,0.358115505,0.358115505
FDA49,19.7,Low Fat,0.064607378,Canned,87.4198,OUT027,1985,Medium,Tier 3,Supermarket Type3,2267.7148,FOOD,28,1964.0,0.08029944700000001,0.8045806093782936,4.482095926463849,1.2727653465999997,551.6,5.647964063284399,0.129214756,0.19382213399999998,0.19382213399999998
FDG33,5.365,Regular,0.14024028,Seafood,171.0764,OUT046,1997,Small,Tier 1,Supermarket Type1,3263.7516,FOOD,16,1980.0,0.15754646170800002,0.8901518858603396,5.147938564238546,0.7523891022,85.84,23.991802237392,0.14024028,0.14024028,0.14024028
FDG35,21.2,Regular,0.008361342999999999,Starchy Foods,173.6738,OUT049,1999,Medium,Tier 1,Supermarket Type1,2954.1546,FOOD,14,1978.0,0.008361342999999999,1.0,5.162920234513671,0.17726047159999997,296.8,1.4521462119133997,0.016722685999999997,0.008361342999999999,0.008361342999999999
FDC52,11.15,Regular,0.008296692,Dairy,150.6708,OUT045,2002,Small,Tier 2,Supermarket Type1,2106.5912,FOOD,11,1961.0,0.00984836825,0.8424433154192827,5.021712382658744,0.0925081158,122.65,1.2500692209936,0.008296692,0.016593384,0.008296692
FDS34,19.35,Regular,0.077193256,Snack Foods,112.7518,OUT017,2007,Small,Tier 2,Supermarket Type1,683.1108,FOOD,6,1979.0,0.07682366900000001,1.0048108480733977,4.734018881881683,1.4936895036000002,116.10000000000001,8.7036785618608,0.077193256,0.154386512,0.077193256
NCY05,13.5,Low Fat,0.055075504,Health and Hygiene,33.3874,OUT049,1999,Medium,Tier 1,Supermarket Type1,282.2992,Non-Consumable,14,2008.0,0.055038363,1.0006748202158555,3.5376902182130223,0.743519304,189.0,1.8388278822495998,0.110151008,0.055075504,0.055075504
FDO46,9.6,Regular,0.014209811,Snack Foods,188.1872,OUT035,2004,Small,Tier 2,Supermarket Type1,1701.7848,FOOD,9,1967.0,0.0142118288,0.9998580196800569,5.2427370010522365,0.1364141856,86.39999999999999,2.6741045446191998,0.014209811,0.028419622,0.014209811
FDY20,12.5,Regular,0.081879864,Fruits and Vegetables,91.7488,OUT049,1999,Medium,Tier 1,Supermarket Type1,1358.232,FOOD,14,1993.0,0.0819236652,0.99946534130409,4.529894763398457,1.0234983,175.0,7.5123792661632,0.163759728,0.081879864,0.081879864
FDA13,15.85,Low Fat,0.078540095,Canned,36.3506,OUT035,2004,Small,Tier 2,Supermarket Type1,607.2096,FOOD,9,2000.0,0.0860011705,0.9132444889223921,3.6203489757068255,1.24486050575,142.65,2.854979577307,0.078540095,0.15708019,0.078540095
FDS04,10.195,Regular,0.146540889,Frozen Foods,141.7838,OUT013,1987,High,Tier 3,Supermarket Type1,1685.8056,FOOD,26,2009.0,0.16054810545809525,0.9127537729696146,4.9613315980919195,1.493984363355,265.07,20.777124097798204,0.439622667,0.439622667,0.146540889
FDU51,20.2,Regular,0.097059596,Meat,178.6028,OUT017,2007,Small,Tier 2,Supermarket Type1,2302.3364,FOOD,6,1962.0,0.09660848733333333,1.0046694517129762,5.190747745947019,1.9606038391999998,121.19999999999999,17.3351156124688,0.097059596,0.194119192,0.097059596
FDK50,7.96,Low Fat,0.028478742,Canned,161.8894,OUT018,2009,Medium,Tier 3,Supermarket Type2,2750.4198,FOOD,4,1963.0,0.02839206,1.0030530366588406,5.093071442895359,0.22669078632,31.84,4.6104064551348,0.056957484,0.085436226,0.056957484
FDO60,20.0,Low Fat,0.034340926,Baking Goods,45.4086,OUT013,1987,High,Tier 3,Supermarket Type1,981.3892,FOOD,26,1953.0,0.03822800916666667,0.8983184515385109,3.8374847868855655,0.68681852,520.0,1.5593733723636,0.10302277800000001,0.10302277800000001,0.034340926
FDM13,6.425,Low Fat,0.063532672,Breakfast,133.0626,OUT017,2007,Small,Tier 2,Supermarket Type1,1442.7886,FOOD,6,2000.0,0.071798805,0.8848708832967346,4.8983068550428035,0.4081974176,38.55,8.4538225212672,0.063532672,0.127065344,0.063532672
FDU12,15.5,Regular,0.075384242,Baking Goods,262.7568,OUT027,1985,Medium,Tier 3,Supermarket Type3,7646.0472,FOOD,28,2001.0,0.08775726466666667,0.8590085651180697,5.575027466448447,1.168455751,434.0,19.8077221983456,0.150768484,0.22615272600000003,0.22615272600000003
NCG54,12.1,Low Fat,0.080131363,Household,170.9106,OUT018,2009,Medium,Tier 3,Supermarket Type2,1539.9954,Non-Consumable,4,1959.0,0.07983138625,1.003757629224433,5.146974574245671,0.9695894922999999,48.4,13.6952993291478,0.160262726,0.24039408899999998,0.160262726
FDH40,11.6,Regular,0.132111921,Frozen Foods,82.2276,OUT010,1998,Small,Tier 3,Grocery Store,243.6828,FOOD,15,1973.0,0.08784664283333332,1.5038926558713095,4.421579023585908,1.5324982835999998,174.0,10.863246195219599,0.132111921,0.39633576299999995,0.0
NCI06,11.3,Low Fat,0.083547515,Household,179.166,OUT019,1985,Small,Tier 1,Grocery Store,359.532,Non-Consumable,28,2007.0,0.0549487814,1.5204616530404076,5.193878648126787,0.9440869195000001,316.40000000000003,14.96887407249,0.083547515,0.083547515,0.0
FDA58,9.395,Low Fat,0.103731617,Snack Foods,236.9932,OUT035,2004,Small,Tier 2,Supermarket Type1,4242.4776,FOOD,9,1955.0,0.10371591666666667,1.000151378243937,5.472242101834732,0.9745585417149999,84.55499999999999,24.5836878540044,0.103731617,0.207463234,0.103731617
FDJ02,17.2,Regular,0.025309134,Canned,147.0418,OUT017,2007,Small,Tier 2,Supermarket Type1,2354.2688,FOOD,6,2011.0,0.0299352125,0.845463649205764,4.997494666320016,0.43531710479999997,103.19999999999999,3.7215006198012,0.025309134,0.050618268,0.025309134
FDP21,7.42,Regular,0.0258457,Snack Foods,188.9872,OUT018,2009,Medium,Tier 3,Supermarket Type2,2458.1336,FOOD,4,1992.0,0.030604306499999998,0.8445118663283548,5.246956701470079,0.19177509399999998,29.68,4.88450647504,0.0516914,0.0775371,0.0516914
FDN57,18.25,Low Fat,0.054223942,Snack Foods,142.0154,OUT035,2004,Small,Tier 2,Supermarket Type1,2127.231,FOOD,9,1956.0,0.06007208742857143,0.9026478739310473,4.962952316769199,0.9895869414999999,164.25,7.7006348127068,0.054223942,0.108447884,0.054223942
FDV26,20.25,Regular,0.075791641,Dairy,193.3794,OUT027,1985,Medium,Tier 3,Supermarket Type3,8388.4142,FOOD,28,1987.0,0.08433256257142857,0.8987233245261044,5.269811919333242,1.53478073025,567.0,14.6565420615954,0.151583282,0.227374923,0.227374923
FDZ21,17.6,Regular,0.03928284,Snack Foods,94.641,OUT049,1999,Medium,Tier 1,Supermarket Type1,2799.689,FOOD,14,1992.0,0.042551874125,0.9231753197192463,4.560601598411664,0.6913779840000001,246.40000000000003,3.71776726044,0.07856568,0.03928284,0.03928284
FDG21,17.35,Regular,0.145591438,Seafood,148.705,OUT027,1985,Medium,Tier 3,Supermarket Type3,1797.66,FOOD,28,1992.0,0.16330946594000004,0.8915064240886706,5.0086666910014115,2.5260114493,485.80000000000007,21.65017478779,0.291182876,0.436774314,0.436774314
FDF26,6.825,Regular,0.046824729,Canned,155.1998,OUT018,2009,Medium,Tier 3,Supermarket Type2,2460.7968,FOOD,4,1987.0,0.051924084,0.9017921047966874,5.051135956995035,0.319578775425,27.3,7.267188575854201,0.093649458,0.140474187,0.093649458
FDC39,7.405,Low Fat,0.159062948,Dairy,208.9296,OUT013,1987,High,Tier 3,Supermarket Type1,2700.4848,FOOD,26,1974.0,0.15935739766666668,0.9981522686051728,5.346772236417379,1.1778611299400001,192.53,33.2329581004608,0.47718884400000006,0.47718884400000006,0.159062948
FDQ24,15.7,Low Fat,0.073966786,Baking Goods,250.5724,OUT018,2009,Medium,Tier 3,Supermarket Type2,4026.7584,FOOD,4,1989.0,0.08489050919999999,0.8713198530325227,5.527730820875799,1.1612785402,62.8,18.5340350883064,0.147933572,0.22190035800000002,0.147933572
FDC41,15.6,Low Fat,0.117574554,Frozen Foods,75.667,OUT017,2007,Small,Tier 2,Supermarket Type1,1301.639,FOOD,6,1972.0,0.14073352228571429,0.8354409957941831,4.339471368071721,1.8341630424,93.6,8.896513777518,0.117574554,0.235149108,0.117574554
NCO14,9.6,Low Fat,0.049617765,Household,44.2086,OUT010,1998,Small,Tier 3,Grocery Store,44.6086,Non-Consumable,15,1999.0,0.0336374212,1.4750763652476426,3.811287334226729,0.47633054399999997,144.0,2.193531925779,0.049617765,0.148853295,0.0
FDE05,10.895,Regular,0.032296886,Frozen Foods,144.0102,OUT027,1985,Medium,Tier 3,Supermarket Type3,5394.9774,FOOD,28,2008.0,0.0368274022,0.8769797506922712,4.976804084774079,0.35187457296999997,305.06,4.651081012237199,0.064593772,0.09689065799999999,0.09689065799999999
FDW52,14.0,Regular,0.037340835,Frozen Foods,163.1526,OUT027,1985,Medium,Tier 3,Supermarket Type3,3946.8624,FOOD,28,1961.0,0.037536952,0.9947753616223289,5.100796482993653,0.52277169,392.0,6.092254316421001,0.07468167,0.11202250500000001,0.11202250500000001
FDL36,15.1,Low Fat,0.075707087,Baking Goods,88.183,OUT027,1985,Medium,Tier 3,Supermarket Type3,1438.128,FOOD,28,1977.0,0.09165070342857143,0.8260393446843844,4.490690438463083,1.1431770137000001,422.8,6.676078052921001,0.151414174,0.22712126100000002,0.22712126100000002
FDS04,10.195,Regular,0.146635206,Frozen Foods,139.0838,OUT035,2004,Small,Tier 2,Supermarket Type1,3652.5788,FOOD,9,2009.0,0.16054810545809525,0.913341241751827,4.942240814965453,1.49494592517,91.755,20.394581664262798,0.146635206,0.293270412,0.146635206
NCC18,19.1,Low Fat,0.177545624,Household,172.4422,OUT049,1999,Medium,Tier 1,Supermarket Type1,3621.2862,Non-Consumable,14,1995.0,0.18357587213,0.967151194435129,5.155844402672679,3.3911214184000005,267.40000000000003,30.616358002932806,0.355091248,0.177545624,0.177545624
FDN01,8.895,Low Fat,0.072693696,Breakfast,175.937,OUT018,2009,Medium,Tier 3,Supermarket Type2,529.311,FOOD,4,2012.0,0.08962340416666667,0.8111017058090807,5.175793737011538,0.64661042592,35.58,12.789510793152001,0.145387392,0.218081088,0.145387392
